record_id,pubmedID,title,authors,abstract,year,label_included,label_abstract_screening
1199,12827019,Role of I1-imidazoline receptors within the caudal ventrolateral medulla in cardiovascular responses to clonidine in rats.,Wei-Zhong Wang; Wen-Jun Yuan; An-Jing Ren; Yan-Xia Pan; Chao-Shu Tang; Ding-Feng Su,"Although it is recognized that imidazoline receptors play an important role in the central regulation of cardiovascular activities, little is known about their role in the caudal ventrolateral medulla. In male Sprague-Dawley rats anesthetized with urethane, we used antagonists of I1-imidazoline receptor or alpha2-adrenoceptor to assess the function of these receptors in the caudal ventrolateral medulla in controlling the cardiovascular effects of clonidine. Unilateral microinjection of clonidine (6 nmol/50 nl) into the caudal ventrolateral medulla significantly (P<0.01) increased blood pressure and the discharge of the rostral ventrolateral medulla presympathetic neurons, while heart rate remained unchanged. Microinjection of yohimbine (a selective alpha2-adrenoceptor antagonist, 500 pmol/50 nl) into the caudal ventrolateral medulla did not modify blood pressure, heart rate, or the discharge of the rostral ventrolateral medulla presympathetic neurons, and failed to attenuate the local caudal ventrolateral medulla clonidine-induced blood pressure elevation. However, unilateral microinjection of idazoxan (a mixed antagonist of imidazoline receptor and alpha2-adrenoceptor, 2 nmol/50 nl) into the caudal ventrolateral medulla significantly (P<0.01) decreased mean arterial pressure, heart rate, and the discharge of the rostral ventrolateral medulla presympathetic neurons, and completely abolished the pressor effect of clonidine. In addition, bilateral microinjection of idazoxan (4 nmol in 100 nl for each side) into the caudal ventrolateral medulla effectively (P<0.01) blocked the depressor effects of clonidine administered intravenously (5 and 50 microg/kg). These results confirm that I1-imidazoline receptors within the caudal ventrolateral medulla are involved in maintaining the tonic cardiovascular activities and in the pressor effect of clonidine in the caudal ventrolateral medulla. In addition, it seems that the caudal ventrolateral medulla plays an important role in the antihypertensive effects of systemically administered clonidine in rats.",2003.0,0,0
1200,12827024,Inhibition of the renin-angiotensin system: no effect on circulating macrophage colony-stimulating factor levels in acute myocardial infarction.,Kenji Kurosaki; Uichi Ikeda; Yoshiaki Murakami; Masafumi Takahashi; Kazuyuki Shimada,"Macrophage colony-stimulating factor, which induces proliferation and differentiation, and activation of monocytes and macrophages, plays an important role in the vulnerability of atheromatous plaques as well as the formation of atherosclerotic lesions. We measured serum concentrations of macrophage colony-stimulating factor in patients with acute myocardial infarction and also investigated the effects of early administration of angiotensin-converting enzyme inhibitor and angiotensin receptor blocker on circulating macrophage colony-stimulating factor levels in these patients. The patients were divided randomly into 3 therapeutic groups; perindopril, candesartan, and control (without perindopril and candesartan) groups, and the drugs were administered within 24 to 36 hours after the onset of acute myocardial infarction. Serum macrophage colony-stimulating factor concentrations in acute myocardial infarction patients at the time of admission were significantly higher than those in healthy control subjects. The macrophage colony-stimulating factor levels in the patients decreased gradually after admission, but remained significantly higher than those in control subjects for 14 days. There were no significant differences in serum macrophage colony-stimulating factor levels among the 3 therapeutic groups during this study period. In conclusion, circulating macrophage colony-stimulating factor levels are elevated during the course of acute myocardial infarction, and inhibition of the renin-angiotensin system by angiotensin-converting enzyme inhibitor or angiotensin receptor blocker does not affect these levels.",2003.0,0,0
1201,12832683,Effects of captopril administration on pulmonary haemodynamics and tissue oxygenation during exercise in ACE gene subtypes in patients with COPD: a preliminary study.,H Kanazawa; K Hirata; J Yoshikawa,"We have previously shown that angiotensin converting enzyme (ACE) DD genotype is associated with exaggerated pulmonary hypertension and disturbance of tissue oxygenation during exercise in patients with chronic obstructive pulmonary disease (COPD). A pilot study was designed to examine the effects of captopril on these exercise related variables in COPD patients categorised according to ACE gene polymorphisms. Thirty six patients with COPD (II=13, ID=11, DD=12) received oral captopril (25 mg) or placebo in a randomised, double blind, crossover manner and underwent right heart catheterisation with exercise. Mean pulmonary arterial pressure (mPAP), pulmonary vascular resistance (PVR), and lactate concentration after exercise with both placebo and captopril were higher in patients with the DD genotype than in those with the II or ID genotypes. In contrast, mixed venous oxygen tension (PvO(2)) was lower in patients with the DD genotype than in those with the other genotypes. Moreover, mPAP, PVR, and lactate concentration after exercise were lower in the captopril group than in the placebo group in patients with the II or ID genotype, but not in those with the DD genotype. PvO(2) after exercise was higher with captopril than with placebo in patients with the II genotype, but not in those with the other genotypes. These findings suggest that pulmonary haemodynamic variables and state of tissue oxygenation during exercise are dependent on ACE genotypes, and that captopril administration effectively influences these exercise related variables. Although the sample size in this pilot study was limited, it is likely that the improvement in exercise related variables in COPD patients with the II genotype is relatively sensitive to captopril.",2003.0,0,0
1202,12833584,Additive antiproteinuric effect of combination therapy with ACE inhibitor and angiotensin II receptor antagonist: differential short-term response between IgA nephropathy and diabetic nephropathy.,Moon Jae Kim; Joon Ho Song; Ju Hyun Suh; Seoung Woo Lee; Gyoung A Kim,"In previous studies, the synergistic antiproteinuric effect of the combination therapy of ACE inhibitors and angiotensin II receptor antagonists (ATRAs) has been inconsistent in relation to underlying renal diseases. The influence from the blood pressure (BP) - reducing effect in some studies might also contribute to this inconclusiveness. To examine the possibility of the benefit being different according to underlying renal diseases, we undertook a crossover therapeutic trial of the combination therapy in two selected homogenous groups of patients with diabetic and non-diabetic renal diseases. The BP-reducing effect was excluded during the study. Nineteen biopsy-proven IgA nephropathy, as examples of non-diabetic renal diseases, and 24 type 2 diabetic nephropathy patients were selected as the study subjects. The subjects had to meet the follow criteria: a creatinine clearance (Ccr) between 25 - 90 ml/min/1.73 m2, 24-hr urinary protein excretion rate over 1.0 g/day and a BP maintained at less than 130/80 mmHg, with more than six-month therapy of ramipril, (5.7 +/- 0.4 mg/day, 13 +/- 2 month). The baseline data between the two groups showed no significantly differences. After a 12-week stabilization period (control period), 4 mg, once daily, dose of candesartan (combination period) followed by a placebo (placebo period), or vice versa, were administered in addition to the ramipril, for 12 weeks. The combination, with candesartan, did not change the Ccr, BP, serum and urinary electrolytes or the urea. The 24 hour urinary protein excretion rate was significantly reduced by the combination therapy in the patients with IgA nephropathy (3.1 +/- 0.3 g/day in combination, 4.2 +/- 0.3 in control, and 4.3 +/- 0.2 in placebo; p < 0.05). However, the patients with diabetic nephropathy showed no reduction in their proteinuria with the combination therapy (3.8 +/- 0.2 g/day in combination, 3.9 +/- 0.3 in control, and 4.1 +/- 0.3 in placebo; p=NS). The changes in proteinuria showed no relationship with the changes in the BP in IgA nephropathy. In conclusions, the benefit of combination therapy of its antiproteinuric effect was different between IgA and diabetic nephropathy over the 12-week trial. The difference in the pathophysiological role, and the importance of the renin- angiotensin system, between the two diseases might contribute to the discrepancy in the result. We suggest the discrimination of the underlying renal diseases in the study subjects is an important prerequisite for future studies on this issue.",2003.0,0,0
1203,12844462,Major outcomes in high-risk hypertensive patients randomized to angiotensin-converting enzyme inhibitors or calcium channel blocker vs diuretic. The Antihypertensive and Lipid-Lowering Treatment to Prevent Heart Attack Trial (ALLHAT).,Helmy M Siragy,,2003.0,0,0
1204,12844463,Has the role of calcium channel blockers in treating hypertension finally been defined?,George S Chrysant; Steven G Chrysant,"Several large, prospective, randomized, clinical outcome trials have shown that calcium channel blockers are effective and safe antihypertensive drugs compared with placebo and reduce the cardiovascular morbidity and mortality of treated patients. In other studies, when compared with conventional antihypertensive drugs, they demonstrated similar blood pressure-lowering effects and similar reductions in cardiovascular morbidity and mortality, with the exception of a higher incidence of heart failure and fatal myocardial infarction in some studies. However, considering all the evidence available today, these drugs should be considered safe for the treatment of the uncomplicated hypertensive patient in combination with other drugs. They can also be used as first-line therapy for older, stroke-prone hypertensive patients. In addition, when a calcium channel blocker is indicated for better blood pressure control, its use should not be withheld for safety concerns.",2003.0,0,0
1205,12844464,Regression of left ventricular hypertrophy is a key goal of hypertension management.,Rubin Zhang; Judy Crump; Efrain Reisin,"Left ventricular hypertrophy (LVH) in patients with hypertension is associated with an increased risk for many cardiovascular events and predicts a higher mortality rate. The pathogenesis of LVH is complicated. In addition to the hemodynamic burden (pressure or volume overload) and demographic factors, several trophic humoral factors, such as angiotensin II, aldosterone, endothelin, leptin, and catecholamines, may also contribute to the development and progression of LVH. Effective antihypertensive therapy can reverse LVH as well as prevent its development. Regression of LVH decreases subsequent cardiovascular morbidity and mortality. The commonly used drugs have various effects on LVH. Angiotensin receptor blockers and angiotensin-converting enzyme inhibitors seem most effective. Several new agents, including direct antifibrotic drugs, aldosterone blockade, vasopeptidase inhibitors, and endothelin receptor antagonists that more specifically target the underlying pathogenesis of LVH may provide us with innovative approaches to treat LVH.",2003.0,0,0
1206,12844465,Management of diabetic and hypertensive cardiovascular disease.,Edward D Frohlich; James R Sowers,"The simultaneous occurrence of essential hypertension and diabetes mellitus is exceedingly common. In recent years the treatment of the cardiovascular and renal complications has not only become more specific but more effective. The evidence-based medicine data have been provided through many large multicenter studies and strongly support the promise not only of effective treatment in retarding the progression of target-organ involvement, but also the potential of reversal. These dramatic therapeutic improvements have been made possible by wedding the involved pathophysiologic disease mechanisms with the actions of pharmacologic agents. Inherent in this concept is the promise of retarding the development of the cardiovascular and renal morbid events and also reducing their associated mortal endpoints.",2003.0,0,0
1207,12844467,Lessons from trials in hypertensive type 2 diabetic patients.,Luis M Ruilope,"There is incontrovertible evidence that association of type 2 diabetes with hypertension markedly increases the risk of cardiovascular events, death, and nephropathy. In type 2 diabetes, even blood pressure values usually considered below the threshold for hypertension (ie, 140/90 mm Hg) in nondiabetic subjects represent an additional risk of clinical relevance. Evidence that more intensive blood pressure lowering is beneficial in type 2 diabetes over less intensive lowering is also overwhelming. However, most published trials show the need for combination therapy in the great majority of patients, and even with combination therapy it is difficult to attain the expected goal blood pressure, in particular goal systolic blood pressure. It should be recognized that the systolic blood pressure goal of less than 130 mm Hg is a very difficult one to achieve in diabetics. Evidence of the superiority or inferiority of different drug classes is vague and contradictory. Recent evidence concerning angiotensin II receptor antagonists has shown a significant reduction of cardiovascular events, cardiovascular death, and total mortality when losartan was compared with atenolol, but not when irbesartan was compared with amlodipine. If renal endpoints are considered, evidence of the benefit of angiotensin II receptor antagonists in type 2 diabetes is more robust than that available with angiotensin-converting enzyme inhibitors. Primary prevention of development of microalbuminuria seems to be greatly facilitated by strict blood pressure control. However, by attaining normal blood pressure levels (< 130/80 mm Hg), better preservation of glomerular filtration rate does not seem to be insured.",2003.0,0,0
1208,12844470,Ongoing trials: what should we expect after ALLHAT?,Ji-Guang Wang; Jan A Staessen; Anthony M Heagerty,"The publication of the Antihypertensive and Lipid-lowering Treatment to Prevent Heart Attack Trial (ALLHAT) results, when used in conjunction with a new meta-analysis, provides hypertension research with a watershed. Data demonstrate clearly that lowering blood pressure is the most important aspect of hypertension management, and that all agents are similarly effective. There is little sustainable evidence for pressure-independent advantages for any class of drug at this time. Therefore, by combining these findings with additional information on target levels of blood pressure and safety, plus the use of aspirin and statins, we can formulate health care policies that attack hypertension in a holistic risk-based way. The future will focus on gaining extra benefit for patients by testing the efficacy and superiority of drug combinations using novel agents that favorably influence intermediate markers such as arterial stiffness, and arresting the ever-increasing burden of cognitive impairment and dementia.",2003.0,0,0
1209,12844471,Recent clinical trials with omapatrilat: new developments.,Anne Zanchi; Marc Maillard; Michel Burnier,"Omapatrilat belongs to the vasopeptidase inhibitors, ie, drugs that possess the ability to inhibit simultaneously the membrane-bound zinc metalloproteases, angiotensin-converting enzyme (ACE), and the neutral endopeptidase EC 3.4.24.11 (NEP). Omapatrilat was targeted to treat patients with hypertension and congestive heart failure. The preclinical and early clinical studies conducted with omapatrilat were very promising. Indeed, omapatrilat appeared to be a very potent antihypertensive agent with very favorable effects on cardiac function in heart failure patients. In contrast to these early studies, the large clinical trials were more disappointing. The results of the OCTAVE trial confirmed the antihypertensive efficacy of omapatrilat, but at the price of an angioedema rate more than threefold higher than that of an ACE inhibitor in the overall population (2.17% vs 0.68%), and close to fourfold higher in the black population. In OVERTURE, a large randomized control trial in heart failure, angioedema was also more common with omapatrilat, but the incidence was much lower (0.8% with omapatrilat vs 0.5% with enalapril). However, omapatrilat was not convincingly superior to the ACE inhibitor. Because angioedema is probably a class side effect of vasopeptidase inhibitors, the higher incidence of this potentially life-threatening complication with omapatrilat has likely stopped the development of this new class of agents. The future of vasopeptidase inhibitors will depend on the ability to improve the risk/benefit ratio either by developing agents that produce less angioedema, or by defining more precisely a high-risk population that could take advantage of dual ACE/NEP inhibition.",2003.0,0,0
1210,12848875,Influence of perindopril on left ventricular global performance during the early phase of inferior acute myocardial infarction: assessment by Tei index.,Nearchos S Nearchou; Alexandros K Tsakiris; Maria D Lolaka; Ilias Zarcos; Dimitrios P Skoufas; Panagiotis D Skoufas,"The beneficial effect of angiotensin-converting enzyme inhibitors (ACE inhibitors) on left ventricular (LV) function in patients with acute myocardial infarction (AMI) is widely known. However, controversy exists about their efficacy on patients with small infarcts and preserved LV systolic function. The aim of the present study was to detect the influence of the ACE-I perindopril on the global LV performance in patients with pure inferior AMI (AMI-I) using a Doppler-derived index (DI) that combines systolic and diastolic time intervals (Tei index). Our study included 40 patients with first AMI-I, mean age 60 years +/- 9.06 years (SD) and 24 age- and gender-matched normal patients who constituted the control group (COG). Patients were randomized into two groups to receive the conventional treatment of AMI-I (GCT) or the above therapy plus P (GP). Complete Doppler echocardiography (systolic and diastolic parameters), DI, and systolic blood pressure (SBP) were measured on the 8.07 +/- 1.16(SD) post-infarct day. The same examination was performed to COG. The DI was significantly lower in healthy patients(0.45 +/- 0.23)compared with the value in patients of either GP(0.56 +/- 0.03; P = 0.023)or GCT(0.78 +/- 0.05; P = 0.000). Moreover DI was higher in patients of GCT compared with that of GP(P = 0.000). In addition, perindopril administration decreased isovolumic relaxation time(IRT; 120.00 +/- 4.23 vs. 139.00 +/- 6.74; P = 0.006)and increased significantly ejection time (ET;274.25 +/- 7.35 vs. 253.50 +/- 7.68; P = 0.042). SBP in patients of GP was similar to that of GCT(120.5 +/- 2.85 mmHg vs. 112.5 +/- 3.49 mmHg; P = NS). Global LV function (DI) is impaired in patients with AMI-I. Administration of perindopril has a favorable impact on LV performance in patients with AMI-I, achieved through improvement of the diastolic function (IRT), which indirectly improves LV systolic function (ET, DI). This beneficial influence of perindopril is the result of the direct tissue effect of the drug and not its hemodynamic action.",2003.0,0,0
1211,12851621,Beneficial effects of angiotensin-converting enzyme inhibitor and nitrate association on left ventricular remodeling in patients with large acute myocardial infarction: the Delapril Remodeling after Acute Myocardial Infarction (DRAMI) trial.,Roberto Latini; Lidia Staszewsky; Aldo P Maggioni; Paolo Marino; Francisco Hernandez-Bernal; Gianni Tognoni; Violeta Labarta; Silvana Gramenzi; Federico Bianchi; Giuseppe Sarcina; Giovanni Cremonesi; Gian Luigi Nicolosi; Enrico Geraci; Delapril Remodeling after Acute Myocardial Infarction Collaborative Group,"In the large-scale trial, Gruppo Italiano per lo Studio della Sopravvivenza nell'Infarto Miocardico-3 (GISSI-3), patients receiving the combination of lisinopril and glyceryl trinitrate benefited most from experimental therapy. Therefore, a multicenter, randomized, double-blind study, Delapril Remodeling After Acute Myocardial Infarction (DRAMI), was designed to assess (1) the possible additive beneficial effect on left ventricular remodeling of nitrates when combined with an angiotensin-converting enzyme inhibitor (ACEI), and (2) the tolerability of a new ACEI, delapril, in respect to lisinopril in patients with large myocardial infarction (MI). A total of 177 patients were randomized to receive delapril plus isosorbide-5-mononitrate (IS5MN) placebo, delapril plus IS5MN, lisinopril plus IS5MN placebo, or lisinopril plus IS5MN starting within the first 36 hours after the onset of symptoms and continuing for 3 months. More than 80% of the patients showed extensive ST-segment changes and 36.7% had signs or symptoms of heart failure during the first 36 hours. Over 3 months, IS5MN reduced, by 76%, the increase in LVEDV (17.4 +/- 5.0 mL placebo vs 4.2 +/- 4.4 mL IS5MN, P =.0439), reversed the increase in LVESV (7.5 +/- 3.9 mL placebo vs -5.5 +/- 2.9 mL IS5MN, P =.0052), and increased the recovery of LVEF (1.9% +/- 1.3% placebo vs 6.7% +/- 1.2% IS5MN, P =.0119). Overall, 3-month mortality was 10.2%; the most frequent clinical events were new episodes of severe heart failure (18.1%), persistent hypotension (10.7%), and post-MI angina (18.1%), with no differences between treatment groups. Administration for 3 months of IS5MN combined with an ACEI, both started within 36 hours from the onset of symptoms, was safe and effective in reducing LV dilation and dysfunction after MI. The 2 ACEIs, delapril and lisinopril, appeared to be equally well tolerated.",2003.0,0,0
1212,12859160,"Effects of an angiotensin-converting enzyme inhibitor on residual renal function in patients receiving peritoneal dialysis. A randomized, controlled study.",Philip Kam-Tao Li; Kai-Ming Chow; Teresa Yuk-Hwa Wong; Chi-Bon Leung; Cheuk-Chun Szeto,"Residual renal function is an important determinant of mortality and morbidity in patients receiving peritoneal dialysis. However, few studies have evaluated therapeutic approaches for preserving residual renal function after the initiation of dialysis. To test the hypothesis that the angiotensin-converting enzyme (ACE) inhibitor ramipril slows the decline in residual renal function in patients with end-stage renal failure treated with peritoneal dialysis. Randomized, open-label, controlled trial. Single-center study in the dialysis unit of a university teaching hospital. 60 patients receiving peritoneal dialysis. Patients were randomly assigned to ramipril (5 mg daily) or no treatment. The target blood pressure was 135/85 mm Hg or less. Rate of decline in residual glomerular filtration rate (GFR) and development of complete anuria were compared among groups. Over 12 months, average residual GFR declined by 2.07 mL/min per 1.73 m2 in the ramipril group versus 3.00 mL/min per 1.73 m2 in the control group (P = 0.03). The difference between the average changes in residual GFR in the ramipril and control groups from baseline to 12 months was 0.93 mL/min per 1.73 m2 (95% CI, 0.09 to 1.78 mL/min per 1.73 m2). At 12 months, 14 patients in the ramipril group and 22 in the control group developed anuria. With intention-to-treat multivariable analysis using the Cox model, it was estimated that at 3, 6, and 9 months, patients assigned to ramipril had a higher adjusted hazard of complete anuria than did patients assigned to no treatment. Of the 25 patients who still did not have complete anuria at 12 months, those assigned to ramipril had a better prognosis than did those assigned to no treatment (adjusted hazard ratio, 0.58 [CI, 0.36 to 0.94]). The rates of death from any cause, duration of hospitalization, and cardiovascular events did not differ significantly between groups. Although the trial was small and had a limited ability to exclude effects of potential confounding factors, the angiotensin-converting enzyme inhibitor ramipril may reduce the rate of decline of residual renal function in patients with end-stage renal failure treated with peritoneal dialysis.",2003.0,0,0
1213,12860503,"Results of a pilot pharmacotherapy quality improvement program using fixed-dose, combination amlodipine/benazepril antihypertensive therapy in a long-term care setting.",Salvatore Sapienza; Patricia Sacco; Kristine Floyd; Joseph DiCesare; QuynhChau Diem Doan,"Hypertension is common in older adults (aged > or =65 years). Treatment frequently requires multiple medications and can be expensive. This study measured the impact of substituting low-dose, fixed-combination therapy using the calcium channel blocker (CCB) amlodipine and the angiotensin-converting enzyme (ACE) inhibitor benazepril for high-dose CCB monotherapy or dual therapy with a CCB and an ACE inhibitor on antihypertensive drug costs, the incidence of adverse events, and blood-pressure control. A multicenter, pilot pharmacotherapy quality improvement program was undertaken in a long-term care facility setting. Consultant pharmacists reviewed pharmacy records and medical charts from long-term care facilities, identifying older patients with a diagnosis of hypertension who either took CCB concomitantly with an ACE inhibitor or experienced adverse events on high-dose CCB therapy. Eligible patients were identified and their physicians contacted regarding switching them to fixed-dose combination therapy. A total of 51 patients at 17 facilities were switched to fixed-dose amlodipine/benazepril combination therapy; 94.1% were women and 5.9% were men (mean age, 85.1 years; range, 64-99 years). The mean number of comorbidities was 1.6. During the subsequent 2 months, mean blood pressure remained at levels similar to those at baseline. The number of patients reporting at least 1 drug-related adverse event decreased by 81.8% (P < 0.05), and the incidence of edema decreased by 75.0%. The mean per-patient cost of antihypertensive drugs decreased by 33.1% (P < 0.001), a mean per-patient savings of 19.21 US dollars per month. In patients aged > or =65 years with hypertension in long-term care facilities, a change from high-dose CCB monotherapy or CCB/ACE-inhibitor dual therapy to fixed-dose combination amlodipine/benazepril therapy significantly reduced drug costs and the incidence of adverse events and maintained blood-pressure control.",2003.0,0,0
1214,12865039,The BErgamo NEphrologic DIabetes Complications Trial (BENEDICT): design and baseline characteristics.,BENEDICT Group,"Microalbuminuria is an early marker of diabetic nephropathy and its prevention is considered key for the primary prevention of diabetic nephropathy. Angiotensin-converting enzyme (ACE) inhibitors and nondihydropyridine calcium channel blockers (CCBs) have specific renoprotective properties in diabetes, and preliminary evidence is available that they are more effective in combination than either of the two agents alone in limiting albuminuria either in micro- or macroalbuminuric type 2 diabetic patients. The BErgamo NEphrologic DIabetes Complications Trial (BENEDICT) is a prospective, randomized, double-blind parallel-group study primarily aimed at evaluating the possibility of preventing the progression to microalbuminuria (urinary albumin excretion [UAE] rate 20-200 microg/min, i.e., incipient nephropathy) in 1209 hypertensive, type 2 diabetic patients with a normal UAE rate (<20 microg/min). During phase A of the study, patients are randomized to a 3-year treatment with one of the following: (1) a nondihydropyridine CCB (verapamil SR 240 mg/day); (2) an ACE inhibitor (trandolapril 2 mg/day); (3) the combination of the above study drugs (verapamil SR 180 mg/day plus trandolapril 2 mg/day); or (4) placebo. Phase B of the study evaluates the progression to macroalbuminuria (UAE> or =200 microg/min) in patients who progress to microalbuminuria in phase A or are found with microalbuminuria during the screening phase; these patients are randomized to a 2-year treatment with either trandolapril (2 mg/day) alone or verapamil SR (180 mg/day) plus trandolapril (2 mg/day). BENEDICT final results are expected to be available by the end of 2003 for phase A and 2 years later for phase B. The BENEDICT study, in addition to exploring whether primary prevention of diabetic nephropathy is an achievable goal, will also offer an opportunity to study prospectively risk factors of nephropathy and other chronic complications of type 2 diabetes. Here we provide an overview of the protocol and summarize the main baseline demographic, biochemical, and clinical characteristics of randomized participants.",2003.0,0,0
1215,12879551,Myalgia and arthralgia associated with enalapril and ramipril.,M P Peppers,,2003.0,0,0
1216,12882847,Renoprotective effects of adding angiotensin II receptor blocker to maximal recommended doses of ACE inhibitor in diabetic nephropathy: a randomized double-blind crossover trial.,Kasper Rossing; Peter Jacobsen; Lotte Pietraszek; Hans-Henrik Parving,"We evaluated the renoprotective effects as reflected by short-term changes in albuminuria of dual blockade of the renin-angiotensin system (RAS) by adding an angiotensin II receptor blocker (ARB) to treatment with maximal recommended doses of an ACE inhibitor (ACEI) in patients with type 2 diabetes and nephropathy. A total of 20 patients (17 men and 3 women) with type 2 diabetes along with hypertension and nephropathy were enrolled in this double-blind, randomized, two-period, crossover trial of 8 weeks of treatment with the ARB candesartan 16 mg daily and placebo added in random order to existing treatment with lisinopril/enalapril 40 mg daily or captopril 150 mg daily. At the end of each treatment period, we evaluated albuminuria in three 24-h urinary collections by turbidimetry, 24-h ambulatory blood pressure (ABP) using the Takeda-TM2420, and glomerular filtration rate (GFR) by the (51)Cr-EDTA plasma-clearance technique. During monoblockade of the RAS by ACEI treatment, albuminuria was 706 (349-1,219) mg/24 h [geometric mean (IQR)]; 24-h ABP was 138 +/- 3/72 +/- 2 mmHg (mean +/- SE); and GFR was 77 +/- 6 ml x min(-1) x 1.73 m(-2) (mean +/- SE). During dual blockade of the RAS by addition of candesartan 16 mg daily, there was a mean (95% CI) reduction in albuminuria of 28 (17-38) compared with ACEI alone (P < 0.001). There was a modest reduction in systolic/diastolic 24-h ABP of 3/2 mmHg (-2 to 8 systolic, -2 to 5 diastolic; NS). Changes in albuminuria did not correlate to changes in ABP. Addition of candesartan 16 mg daily induced a small, insignificant decrease in GFR of 4 (-1 to 9) ml x min(-1) x 1.73 m(-2). Dual blockade of the RAS provides superior short-term renoprotection independent of systemic blood pressure changes in comparison with maximally recommended doses of ACEI in patients with type 2 diabetes as well as nephropathy.",2003.0,0,0
1217,12911191,Acute renal infarction as a cause of low-back pain.,Fernando de la Iglesia; Pablo Asensio; Alejandro Díaz; Mercedes Darriba; Ricardo Nicolás; Fernando Diz-Lois,Detection of acute renal infarction is often delayed or missed because of both the rarity of the disease and its nonspecific clinical presentation. Abrupt onset of low-back pain in a patient at high risk for a thromboembolic event may be the first indication of renal infarction. We report a case of acute renal infarction and review its diagnosis and management.,2003.0,0,0
1218,12911844,Microalbuminuria and diabetic cardiovascular disease.,Richard J MacIsaac; Mark E Cooper,,2003.0,0,0
1219,12915925,"The OPTIMAAL study, not so optimal: the lessons of LIFE, RENAAL and IDNT.",Nathalie Lapointe; Ali Pourdjabbar; Jean L Rouleau,,2003.0,0,0
1220,12921816,VALsartan In Acute myocardial iNfarcTion (VALIANT) trial: baseline characteristics in context.,Eric J Velazquez; Marc A Pfeffer; John V McMurray; Aldo P Maggioni; Jean Lucien Rouleau; Frans Van de Werf; Lars Kober; Harvey D White; Karl Swedberg; Jeffrey D Leimberger; Paul Gallo; Mary Ann Sellers; Susan Edwards; Marc Henis; Robert M Califf; VALIANT Investigators,"The VALsartan In Acute myocardial iNfarcTion (VALIANT) trial compared outcomes with: (1) angiotensin-converting enzyme inhibition (ACEI) with the reference agent captopril; (2) angiotensin-receptor blockade (ARB) with valsartan; or (3) both in patients with heart failure (HF) and/or left ventricular systolic dysfunction (LVSD) after myocardial infarction (MI). a goal of this active-control trial was to simulate conditions that would lead current practitioners to use ACEIs. Thus, we compared characteristics of VALIANT patients with those of patients in placebo-controlled trials that established ACEIs as standard treatment. We collected demographic, clinical, medication and imaging information from 14703 patients in 24 countries. This high-risk population was a median 65.8 years old, and 31.1% were female. Most (51.8%) showed imaging evidence of LVSD at enrollment. Most (72%) had Killip class>/=II HF. Patients received evidence-based therapies at rates similar to those of contemporary MI trials and at an improved rate compared with prior placebo-controlled ACEI trials. VALIANT represents the largest globally representative cohort enrolled with HF and/or LVSD after MI. Patients were similar to those in placebo-controlled ACEI trials while reflecting improvements in evidence-based care. With enrollment complete, VALIANT is poised to define the optimal strategy for renin-angiotensin system blockade after MI to improve cardiovascular outcomes.",2003.0,0,0
1221,12925048,Comparative metabolic effects of hydrochlorothiazide and indapamide in hypertensive diabetic patients receiving ACE inhibitor therapy.,H Krum; M Skiba; R E Gilbert,"ACE inhibitors, when used as monotherapy, are frequently unable to adequately control blood pressure in diabetic patients. A diuretic may be added; however, thiazide diuretics, but not indapamide, have been associated with adverse metabolic effects. Whether these effects also apply to thiazides when administered in the currently used lower doses, and whether they differ from indapamide in their metabolic effects, particularly when used in combination with an ACE inhibitor in diabetic patients, has not been previously studied. We conducted a prospective, randomized, open-label, blinded endpoint crossover study comparing the metabolic responses to the addition of either hydrochlorothiazide (HCTZ) or indapamide, in 18 diabetic hypertensive patients receiving ACE inhibitor monotherapy for hypertension. Patients stabilized on fosinopril 20 mg/day were randomized to receive either HCTZ 12.5 mg od or indapamide 2.5 mg od for 8 weeks, then crossed over to the alternate therapy for a further 8-week period. Blood pressure, heart rate and metabolic assessments were performed at the end of each 8-week treatment period. Seated and standing systolic and diastolic blood pressures were not different between HCTZ or indapamide when added to fosinopril, nor was the fasting lipid profile or urinary albumin : creatinine ratio. Plasma potassium was lower with indapamide compared with HCTZ treatment (indapamide 4.3+/-0.1 mmol/l; HCTZ 4.5+/-0.1 mmol/l, P<0.01) and HbA1c was higher with indapamide than with HCTZ therapy (indapamide 7.8+/-0.4%; HCTZ 7.2+/-0.3%, P<0.01). Hydrochlorothiazide 12.5 mg/day, when added to background ACE inhibitor therapy with fosinopril in hypertensive diabetic patients, resulted in a metabolic profile that was similar, if not superior on certain parameters, in comparison with indapamide 2.5 mg/day.",2003.0,0,0
