record_id,title,abstract,label_included,label_abstract_screening,duplicate_record_id
1163,'Like sugar and honey': the embedded ethics of a larval control project in The Gambia,"This paper describes a malaria research project in The Gambia to provoke thinking on the social value of transnational research. The Larval Control Project (LCP) investigated the efficacy of a microbial insecticide to reduce vector density and, ultimately, clinical malaria in Gambian children. The LCP's protocol delineated a clinical surveillance scheme that involved Village Health Workers (VHWs) supported by project nurses. Combining insights from ethnographic fieldwork conducted at the Medical Research Council (MRC) Laboratories in Farafenni from 2005 to 2009, open-ended interviews with project nurses, and eight focus group discussions held with participant mothers in October 2007, we consider the social impact of the LCP's investigative method against the backdrop of several years of research activity. We found that while participants associated the LCP with the clinical care it provided, they also regarded the collaboration between the nurses and VHWs added additional benefits. Organised around the operational functions of the trial, small-scale collaborations provided the platform from which to build local capacity. While ethical guidelines emphasise the considerations that must be added to experimental endeavour in southern countries (e.g. elaborating processes of informed consent, developing strategies of community engagement or providing therapeutic access to participants after the trial concludes), these findings suggest that shifting attention from supplementing ethical protocols to the everyday work of research -embedding ethics through scientific activity - may provide a sounder basis to reinforce the relationship between scientific rigour and social value.",0,0,
1164,Limited impact of a multicenter intervention to improve the quality and efficiency of pneumonia care,"STUDY OBJECTIVES: To evaluate the impact of a multifactorial intervention to improve the quality, efficiency, and patient understanding of care for community-acquired pneumonia. DESIGN: Times series cohort study. SETTING: Four academic health centers in the New York City metropolitan area. PATIENTS OR PARTICIPANTS: All consecutive adults hospitalized for pneumonia during a 5-month period before (n = 1,013) and after (n = 1,081) implementation of an inpatient quality improvement (QI) initiative. INTERVENTIONS: A multidisciplinary team of opinion leaders developed evidence-based treatment guidelines and critical pathways, conducted educational sessions with physicians, distributed pocket reminder cards, promoted standardized orders, and developed bilingual patient education materials. MEASUREMENTS AND RESULTS: The average age was 71.4 years, and 44.1% of cases were low risk, 36.8% were moderate risk, and 19.2% were high risk. The preintervention and postintervention groups were well matched on age, sex, race, nursing home residence, pneumonia severity, initial presentation, and most major comorbidities. The intervention increased the use of guideline-recommended antimicrobial therapy from 78.1 to 83.4% (p = 0.003). There was also a borderline decrease in the proportion of patients being discharged prior to becoming clinically stable, from 27.0 to 23.5% (p = 0.06). However, there were no improvements in the other targeted indicators, including time to first dose of antibiotics, proportion receiving antibiotics within 8 h, timely switch to oral antibiotics, timely discharge, length of stay, or patient education outcomes. CONCLUSIONS: This real-world QI program was able to improve modestly on some quality indicators, but not effect resource use or patient knowledge of their disease. Changing physician and organizational behavior in academic health centers will require the development and implementation of more intensive, system-oriented strategies.",0,0,
1165,Local clinical guidelines: description and evaluation of a participative method for their development and implementation,"BACKGROUND: National guidelines are rarely followed by immediate change in clinical behaviour. We present our experience of an active educational method for local development and implementation of a guideline. OBJECTIVE: To evaluate the effectiveness of a participative method for developing local clinical guidelines. METHODS: A trial in a district of the effect of guideline development incorporating active participation of intended recipients on subsequent relevant prescribing. It was carried out in Wirral Family Health Services Authority district (the Wirral peninsula) comprising 69 general practices covering a population of 345,763. An exemplar guideline on 'hypertension in the elderly' was developed by the method described. The principal recommended drug was bendrofluazide 2.5 mg once daily. The differences in prescribed daily doses (PDD) of bendrofluazide 2.5 mg tablets per quarter per 1000 prescribing units (age-weighted population) between the intervention district and England as a whole was measured. RESULTS: Comparison of the intervention district with England data demonstrates a median difference of 122.49 PDD before and 206.34 PDD after guideline production, this change is statistically highly significant (Mann-Whitney two-tailed P < 0.0001""; 95% CI = 36.51-104.77). Grouped regression analysis shows no significant difference (0.89) in slope gradients before guideline production (P = 0.35, 95% CI = -3.97-5.76), but the difference in slope gradients after (12.95) is statistically highly significant (P < 0.0001;"" 95% CI = 8.17-17.73). The data suggests that the change in clinical behaviour persisted for at least two years. CONCLUSION: Participation of intended recipient general practitioners and local specialists in the development of a guideline by an active educational method as described was followed by a favourable change in clinical behaviour which persisted for at least two years.",0,0,
1166,Local Learning Collaboratives to Improve Quality for Chronic Kidney Disease (CKD): From Four Regional Practice-based Research Networks (PBRNs),"BACKGROUND: Four practice-based research networks (PBRNs) participated in a project to increase the diffusion of evidence-based treatment guidelines for chronic kidney disease (CKD). A multicomponent organizational intervention engaged regionally proximal primary care practices in a series of facilitated meetings, referred to as local learning collaboratives (LLCs). METHODS: The 2-wave strategy began with 8 practices in each PBRN receiving practice facilitation and subsequently joining an LLC. A sequential mixed-methods design addressed the conduct, content, and fidelity of the intervention"";"" clinicians in 2 PBRNs participated in interviews, and PBRN coordinators reflected on implementation challenges. RESULTS: LLCs were formed in 3 PBRNs, with 121 monthly meetings held across 20 LLCs. Slightly more than half of the participants were clinicians. Qualitative data suggest that clinicians increased the priority for CKD care, improved knowledge and skills, were satisfied with the project, and attempted to improve care. Implementation challenges were encountered and concerns about sustainability expressed. CONCLUSION: While PBRNs can successfully leverage resources to diffuse treatment guidelines, and LLCs are well-accepted by clinical staff, the formation of LLCs was not feasible for 1 PBRN, and others struggled to meet regularly and have performance data available despite logistic support.",0,0,
1167,Long term effectiveness on prescribing of two multifaceted educational interventions: results of two large scale randomized cluster trials,"INTRODUCTION: Information on benefits and risks of drugs is a key element affecting doctors' prescribing decisions. Outreach visits promoting independent information have proved moderately effective in changing prescribing behaviours. OBJECTIVES: Testing the short and long-term effectiveness on general practitioners' prescribing of small groups meetings led by pharmacists. METHODS: Two cluster open randomised controlled trials (RCTs) were carried out in a large scale NHS setting. Ad hoc prepared evidence based material were used considering a therapeutic area approach--TEA, with information materials on osteoporosis or prostatic hyperplasia--and a single drug oriented approach--SIDRO, with information materials on me-too drugs of 2 different classes: barnidipine or prulifloxacin. In each study, all 115 Primary Care Groups in a Northern Italy area (2.2 million inhabitants, 1737 general practitioners) were randomised to educational small groups meetings, in which available evidence was provided together with drug utilization data and clinical scenarios. Main outcomes were changes in the six-months prescription of targeted drugs. Longer term results (24 and 48 months) were also evaluated. RESULTS: In the TEA trial, one of the four primary outcomes showed a reduction (prescription of alfuzosin compared to tamsulosin and terazosin in benign prostatic hyperplasia: prescribing ratio -8.5%, p = 0.03). Another primary outcome (prescription of risedronate) showed a reduction at 24 and 48 months (-7.6%, p = 0.02""; and -9,8%, p = 0.03), but not at six months (-5.1%, p = 0.36). In the SIDRO trial both primary outcomes showed a statistically significant reduction (prescription of barnidipine -9.8%, p = 0.02;"" prescription of prulifloxacin -11.1%, p = 0.04), which persisted or increased over time. INTERPRETATION: These two cluster RCTs showed the large scale feasibility of a complex educational program in a NHS setting, and its potentially relevant long-term impact on prescribing habits, in particular when focusing on a single drug. National Health systems should invest in independent drug information programs. TRIAL REGISTRATION: Controlled-Trials.com ISRCTN05866587.",0,0,
1168,"Long-term effects of an occupational health guideline on employees' body weight-related outcomes, cardiovascular disease risk factors, and quality of life: results from a randomized controlled trial","OBJECTIVE: This study aims to evaluate the effectiveness of a draft occupational health guideline, aimed at preventing weight gain, on employees' body weight-related outcomes, cardiovascular disease (CVD) risk factors, and quality of life. METHODS: In a cluster randomized controlled trial including 16 occupational physicians (OP) and 523 employees, guideline-based care was compared to usual care by OP between 2009-2011 in the Netherlands. Guideline-based care consisted of (i) providing advice to employers on how to assess and intervene on the obesogenic work environment, (ii) conducting five face-to-face behavioral change counseling sessions with employees to improve their lifestyles, and (iii) evaluating the outcome and maintaining sections i and ii. Data were collected at baseline and 6, 12, and 18-months follow-up. To evaluate the effects of the intervention, multilevel analyses were performed. RESULTS: No significant differences were found between the intervention and control group on waist circumference [beta 1.2 cm, 95% confidence interval (95% CI) -0.6-2.9], body weight (beta 0.3 kg, 95% CI -1.0-1.6), body mass index (beta 0.1 kg/m (2), 95% CI -0.3-0.5), systolic blood pressure (beta 1.7 mmHG, 95% CI -2.4-5.8), diastolic blood pressure (beta 0.3 mmHG, 95% CI -1.0-0.6), cholesterol (beta 0 mmol/l, 95% CI -0.2-0.2), or quality of life indicators after 18-months follow-up. Stratified analyses showed an increase in waist circumference among men (beta 2.5 cm, 95% CI 0.5-4.5) and obese intervention participants (beta 2.7 cm, 95% CI 0.6-4.7) compared to control participants. CONCLUSION: The draft occupational health guideline was not more effective than usual care. Therefore, the guideline in its current form cannot be recommended for implementation.",0,0,
1169,Long-term effects of asthma education for physicians on patient satisfaction and use of health services,"This randomized clinical trial evaluated the long-term impact of an interactive seminar for physicians based on principles of self-regulation on clinician behaviour, children's use of health services for asthma, and parent's views of physician performance. Seventy-four general practice paediatricians, and 637 of their asthma patients aged 1-12 yrs, were randomized to treatment or control. Children and parents were blind to physicians' participation. Data were collected at baseline and follow-up through self-administered surveys (paediatricians), telephone interviews (parents) and medical records. The seminar focused on development of communication and teaching skills and use of therapeutic medical regimens for asthma as outlined in the National Asthma Education and Prevention Program guidelines. Approximately 2 yrs postintervention, treatment group physicians were more likely than control physicians to: use protocols for delivering asthma education (odds ratio (OR) 4.9, p=0.2), write down for patients how to adjust medicines when symptoms change (OR 5.7, p=0.05), and provide more guidelines for modifying therapy (OR 3.8, p=0.06). Parents scored treatment group physicians higher than control physicians on five specific positive communication behaviours. Children seen by treatment group physicians had fewer hospitalizations (p=0.03) and those with higher levels of emergency department (ED) use at baseline had fewer subsequent ED visits (p=0.03). No differences regarding the number of office visits were noted. There were no significant differences found between treatment and control group physicians in the amount of time spent with patients during office visits (26 versus 29 min) or in the number of patients treated with anti-inflammatory medicine. It is concluded that interactive asthma seminars for paediatricians had significant long-term benefits for their asthma care.",0,0,
1170,Long-term reduction in adverse drug events: an evidence-based improvement model,"OBJECTIVES: To develop and test an evidence-based model for reducing medication errors and harm in hospitalized children. METHODS: Prospective interrupted time series study evaluating the effectiveness of a multifaceted, staged intervention over 4 years in a major urban pediatric referral hospital. Guidelines for safe pediatric prescribing were implemented by using an evidence-based model. Key components included early clinician engagement and improved multidisciplinary communication, consensus development, interactive education, and timely data feedback by using iterative Plan-Do-Study-Act cycles. Impact on medication error and harm (adverse drug events, [ADEs]) was measured by using standard definitions and a multimethod approach. Prospective data from voluntary reports by nursing, medical, and pharmacy staff and intensive chart review were combined. All data were reviewed by a multidisciplinary panel, including causality assessments for ADEs. RESULTS: Reviewed over 3 time periods were 1011 patients with 6651 medication orders. Total ADEs decreased by > 50% in the first year and this was maintained at 4 years. Greatest improvements were in potential ADEs, which decreased from 12.26 per 100 patients at baseline to 4.60 per 100 patients at 4 years (P < .05). Total medication errors decreased from 4.51 per 100 orders at baseline to 2.78 per 100 orders at 4 years (P < .05). Prescribing errors decreased by 65%, from 4.07 per 100 orders at baseline to 2.05 orders at 4 years (P < .05). CONCLUSIONS: A multifaceted, evidence-based model for safe prescribing guideline implementation, engaging multidisciplinary clinicians, was effective in reducing medication error and harm in hospitalized children, resulting in sustained long-term improvement.",0,0,
1171,Looking for gall bladder disease in the patient's iris,In alternative health care iridology is used as a diagnostic aid. The diagnosis of gall bladder disease was used to study its validity and interperformer consistency. The presence of an inflamed gall bladder containing gall stones is said to be easily recognised by certain signs in the lower lateral part of the iris of the right eye. Stereo colour slides were made of the right eye. Stereo colour slides were made of the right eye of 39 patients with this disease and 39 control subjects of the same sex and age. The slides were presented in a random order to five leading iridologists without supplementary information. The prevalence of the disease was estimated at 56%. The median validity was 51% with 54% sensitivity and 52% specificity. These results were close to chance validity (iota = 0.03). None of the iridologists reached a high validity. The median interperformer consistency was 60%. This was only slightly higher than chance consistency (kappa = 0.18). This study showed that iridology is not a useful diagnostic aid.,0,0,
1172,Low-value care: an intractable global problem with no quick fix,,0,0,
1173,Magnetic resonance imaging of the head and spine: effective for the clinician or the patient?,"OBJECTIVES To test how the results of magnetic resonance imaging influence clinicians' diagnoses and management plans for patients with cranial and spinal problems and to assess changes in the quality of life of these patients. DESIGN Survey of patients undergoing cranial and spinal magnetic resonance imaging with questionnaires about diagnoses and intended management plans before and after imaging and quality of life questionnaires at the time of imaging and again four months later. SETTING Regional magnetic resonance imaging and spectroscopy unit. SUBJECTS 100 consecutive patients referred for cranial imaging in early 1989""; 100 similar patients referred for spinal imaging. MAIN OUTCOME MEASURES Changes in clinicians' leading diagnoses after magnetic resonance imaging and their confidence in these diagnoses; changes in intended management plans; assessment of the contribution to the future management of the patient;"" changes in patients' quality of life. RESULTS Magnetic resonance imaging altered the clinicians' leading diagnoses in 35 of 169 (21%) cases. The clinicians became more confident about their leading diagnoses in 90 of 167 (54%). There was a change in management plan in 113 of 182 (62%). The clinicians considered that magnetic resonance imaging made an important contribution to management in 119 of 162 (73%) patients. Overall, the patients' quality of life was unchanged at the four month assessment. CONCLUSIONS Magnetic resonance imaging of patients with cranial and spinal problems influences clinicians' diagnoses and management plans, but the quality of life of these patients remains unchanged.",0,0,
1174,Maintenance Phase Efficacy of Sertraline for Chronic Depression A Randomized Controlled Trial,"Context.¡ª The chronic form of major depression is associated with a high rate of prevalence and disability, but no controlled research has examined the impact of long-term treatment on the course and burden of illness.  Objective.¡ª To determine if maintenance therapy with sertraline hydrochloride can effectively prevent recurrence of depression in the high-risk group of patients experiencing chronic major depression or major depression with antecedent dysthymic disorder (""double depression"").  Design.¡ª A 76-week randomized, double-blind, parallel-group study, conducted from September 1993 to November 1996.  Setting.¡ª Outpatient psychiatric clinics at 10 academic medical centers and 2 clinical research centers.  Intervention.¡ª Maintenance treatment with either sertraline hydrochloride (n=77) in flexible doses up to 200 mg or placebo (n=84).  Patients.¡ª A total of 161 outpatients with chronic major or double depression who responded to sertraline in a 12-week, double-blind, acute-phase treatment trial and continued to have a satisfactory therapeutic response during a subsequent 4-month continuation phase.  Main Outcome Measure.¡ª Time to recurrence of major depression.  Results.¡ª Sertraline afforded significantly greater prophylaxis against recurrence than did placebo (5 [6%] of 77 in the sertraline group vs 19 [23%] of 84 in the placebo group""; P=.002 for the log-rank test of time-to-recurrence distributions). Clinically significant depressive symptoms reemerged in 20 (26%) of 77 patients treated with sertraline vs 42 (50%) of 84 patients who received placebo (P=.001). With use of a Cox proportional hazards model, patients receiving placebo were 4.07 times more likely (95% CI, 1.51-10.95;"" P=.005) to experience a depression recurrence, after adjustment for study site, type of depression, and randomization strata.  Conclusions.¡ª Maintenance therapy with sertraline is well tolerated and has significant efficacy in preventing recurrence or reemergence of depression in chronically depressed patients.",0,0,
1175,Making comparative performance information more comprehensible: an experimental evaluation of the impact of formats on consumer understanding,"Study objectives We aimed to investigate how different presentation formats influence comprehension and use of comparative performance information (CPI) among consumers.  Methods An experimental between-subjects and within-subjects design with manipulations of CPI presentation formats. We enrolled both consumers with lower socioeconomic status (SES)/cognitive skills and consumers with higher SES/cognitive skills, recruited through an online access panel. Respondents received fictitious CPI and completed questions about interpretation and information use. Between subjects, we tested (1) displaying an overall performance score (yes/no)""; (2) displaying a small number of quality indicators (5 vs 9);"" and (3) displaying different types of evaluative symbols (star ratings, coloured dots and word icons vs numbers and bar graphs). Within subjects, we tested the effect of a reduced number of healthcare providers (5 vs 20). Data were analysed using descriptive analysis, analyses of variance and paired-sampled t tests.  Results A total of 902 (43%) respondents participated. Displaying an overall performance score and the use of coloured dots and word icons particularly enhanced consumer understanding. Importantly, respondents provided with coloured dots most often correctly selected the top three healthcare providers (84.3%), compared with word icons (76.6% correct), star ratings (70.6% correct), numbers (62.0%) and bars (54.2%) when viewing performance scores of 20 providers. Furthermore, a reduced number of healthcare providers appeared to support consumers, for example, when provided with 20 providers, 69.5% correctly selected the top three, compared with 80.2% with five providers.  Discussion Particular presentation formats enhanced consumer understanding of CPI, most importantly the use of overall performance scores, word icons and coloured dots, and a reduced number of providers displayed. Public report efforts should use these formats to maximise impact on consumers.",0,0,
1176,Making Electronic Health Records Meaningful,,0,0,
1177,Making research a requirement of treatment: why we should sometimes let doctors pressure patients to participate in research,"When a patient could be offered one of multiple established treatments, doctors should be able to offer treatment only if the patient agrees to participate in research aimed at determining which of the treatments is most effective. Making treatment conditional on research participation will help researchers complete badly needed studies.",0,0,
1178,"Making the invisible visible: a qualitative study of the values, attitudes and norms of radiologists relating to radiation safety","Some shortcomings regarding safety have emerged in inspections by the Swedish Radiation Safety Authority of Swedish radiology departments which perform 5.4 million radiological examinations and 100 000 nuclear scans annually. To ensure safety in the healthcare system and to build a strong environment of radiation protection for patients (and for employees) there must be a strong culture of safety. To understand an organization's behaviour, decisions and actions it is important to study its cultural values. The aims of this study were to discuss how values, attitudes and norms affect radiologists' decisions as well as how they influence the implementation of various radiation protection measures. To investigate this, focus group interviews and in-depth individual interviews were performed in a sample from a number of radiology departments at hospitals in Sweden. The results show that the core value was derived from the patients' perspective with the focus on the knowledge that he or she has come to the healthcare system for a particular reason: to discover disease or, in the best case, to be declared healthy. The majority attitudes were based on experiences associated with aspects that the radiologist could not influence. This often concerns increased pressure on radiology investigations from clinics in the various operational units. Under the concept of norms, the radiologists in the study requested that the development of regulations and guidelines should be connected to issues of justification for various radiological queries.",0,0,
1179,"Malaria policies versus practices, a reality check from Kinshasa, the capital of the Democratic Republic of Congo","BACKGROUND: Artemisinin-based combination therapy (ACT) following a confirmed parasitological diagnosis is recommended by the World Health Organization (WHO) and the Congolese National Malaria Control Program (NMCP). However, commitment and competence of all stakeholders (patients, medical professionals, governments and funders) is required to achieve effective case management and secure the ""useful therapeutic life"" of the recommended drugs. The health seeking behaviour of patients and health care professionals' practices for malaria management were assessed. METHODS: This was an observational study embedded in a two-stage cluster randomized survey conducted in one health centre (HC) in each of the 12 selected health zones in Kinshasa city. All patients with clinical malaria diagnosis were eligible. Their health seeking behaviour was recorded on a specific questionnaire, as well as the health care practitioners' practices. The last were not aware that their practices would be assessed. RESULTS: Six hundred and twenty four patients were assessed, of whom 136 (21.8%) were under five years. Three hundred and thirty five (55%) had taken medication prior to the current consultation (self -medication with any product or visiting another HC) of whom 47(14%) took an antimalarial drug, and 56 (9%) were treated presumptively. Among those, 53.6% received monotherapy either with quinine, artesunate, phytomedicines, sulfadoxine-pyrimethamine or amodiaquine. On the other side, when clinicians were informed about laboratory results, monotherapy was prescribed in 39.9% of the confirmed malaria cases. Only 285 patients (45.7%) were managed in line with WHO and NMCP guidelines, of whom 120 (19.2%) were prescribed an ACT after positive blood smear and 165 (26.4%) received no antimalarial after a negative result. CONCLUSION: This study shows the discrepancy between malaria policies and the reality on the field in Kinshasa, regarding patients' health seeking behaviour and health professionals' practices. Consequently, the poor compliance to the policies may contribute to the genesis and spread of antimalarial drug resistance and also have a negative impact on the burden of the disease.",0,0,
1180,Malignant lymphoma competence network,"The competence network Malignant Lymphomas is one out of 3 oncological networks which have been funded by the German Federal Ministry of Education and Research since 1999. The network's activities are based on the work of the German lymphoma research groups, which have led to significant progress in the diagnosis and therapy of malignant lymphoma over the last few years. Based on this infrastructure, the network aims to establish a professional quality management for the diagnostics and treatment of malignant lymphomas. Key aspects of activity include: 1st the establishment of an IT-based information and communication platform, 2nd IT-based networking of study groups and collaborating centres of pathology and radiotherapy, 3rd epidemiological and health care-economical research, 4th research on improved and new therapeutical approaches, 5th evidence-based medicine. Further information is presented in http://www.lymphome.de.",0,0,
1181,Management for Physicians: An Annotated Bibliography of Recent Literature,"As THE HEALTH CARE delivery system in the United States has become increasingly organized and bureaucratized, physicians frequently find themselves required to assume managerial roles. The exact nature of the physician's responsibilities may range from the line management tasks of running an emergency room, subspecialty section, or clinical department to the more advisory activities of serving on hospital committees for quality assurance, facilities design, long-range planning, personnel, or finance. Regardless of their assigned tasks and responsibilities, physicians rarely have adequate backgrounds or skills in the various management disciplines to be as effective as they want to be. As concerns over health care costs and quality force difficult decisions on hospitals and other health care institutions, however, it will be increasingly important for physicians to become better managers and to understand the opportunities and limitations of improved management.",0,1,
1182,Management of acute coronary syndromes at hospital discharge: do targeted educational interventions improve practice quality?,"Evidence-based guidelines exist for the management of patients with acute coronary syndromes (ACS), yet adherence is suboptimal. The Discharge Management of Acute Coronary Syndrome project used a quality improvement approach, with targeted intervention strategies to optimize: prescription of guideline-recommended medications""; education regarding lifestyle modifications, including cardiac rehabilitation (CR); and communication between hospital staff, patients, and general practitioners. Hospitals across Australia participated in a quality improvement cycle of audit, feedback, intervention, and reaudit. Interventions involved educational meetings, academic detailing and point-of-care reminders, and feedback of baseline audit results. Outcome measures included prescription of guideline-recommended medications, referral to CR, and documentation and communication of management plan. At baseline, 49 hospitals recruited 1,545 patients, and postintervention, 45 hospitals remained active in the project and recruited 1,589 patients. Three thousand and thirty-four hospital staff attended group education or academic detailing sessions. Postintervention, there was a significant increase in the prescription of all four guideline-recommended medications (69% vs. 57%; p<.0001); short-acting nitrates (68% vs. 56%; p<.0001); and documented referral to CR (68% vs. 57%;"" p<.0001). There were significant increases in documented discharge medication counselling, smoking cessation counselling, and communication of management plans. Targeted educational interventions used as part of a quality improvement cycle can enhance adherence to evidence-based guidelines for the management of patients with ACS.",0,0,
1183,Management of Alzheimer disease,"Management of Alzheimer disease is based on drug and nondrug treatments. Specific drug treatment includes acetylcholinesterase inhibitors and memantine. They show moderate efficacy superior to that of placebo for global condition, cognitive disorders, need for care, and behavioral problems, but do not prevent further decline. These treatments remain underused. The efficacy of psychotropic drugs (antidepressants, neuroleptics, and antipsychotic agents) in treating behavioral problems is not well documented. Nondrug activities and interventions have not been sufficiently evaluated scientifically. These involve interventions against the consequences of the disease (loss of autonomy, malnutrition) and helping patients' family caregivers. Among these activities, the best evaluated and most interesting are: educational programs for caregivers, occupational therapy at home, and interventions at home by nurses specially trained as case managers.",0,0,
1184,Management of asthma based on exhaled nitric oxide in addition to guideline-based treatment for inner-city adolescents and young adults: a randomised controlled trial,"BackgroundPreliminary evidence is equivocal about the role of exhaled nitric oxide (NO) in clinical asthma management. We aimed to assess whether measurement of exhaled NO, as a biomarker of airway inflammation, could increase the effectiveness of asthma treatment, when used as an adjunct to clinical care based on asthma guidelines for inner-city adolescents and young adults."";"" BackgroundPreliminary evidence is equivocal about the role of exhaled nitric oxide (NO) in clinical asthma management. We aimed to assess whether measurement of exhaled NO, as a biomarker of airway inflammation, could increase the effectiveness of asthma treatment, when used as an adjunct to clinical care based on asthma guidelines for inner-city adolescents and young adults.",0,0,
1185,Management of heart failure in primary care (the IMPROVEMENT of Heart Failure Programme): an international survey,"BackgroundHeart failure is a prevalent condition that is generally treated in primary care. The aim of this study was to assess how primary-care physicians think that heart failure should be managed, how they implement their knowledge, and whether differences exist in practice between countries."";"" BackgroundHeart failure is a prevalent condition that is generally treated in primary care. The aim of this study was to assess how primary-care physicians think that heart failure should be managed, how they implement their knowledge, and whether differences exist in practice between countries.",0,0,
1186,Management of high blood pressure in clinical practice: perceptible qualitative differences in approaches utilized by clinicians,"The authors recruited a group of physicians from among the investigators participating in the Antihypertensive and Lipid-Lowering Treatment to Prevent Heart Attack Trial (ALLHAT) with a greater (more successful) or lesser (less successful) proportion of trial patients meeting blood pressure (BP) control goals. The authors utilized qualitative focus group methods to identify similarities and differences in practice behaviors. Successful and less successful physicians had similarities in knowledge and practice behaviors regarding awareness of treatment guidelines, approaches to diagnosis, use of pharmacologic management, and the opinion that systolic BP guidelines should consider a patient's age. However, there were discernible differences between the two physician groups in their views on doctor-patient relationships: physicians from the less successful group were more paternalistic with their patients, while physicians from the more successful group were more likely to use a patient-centered clinical approach to BP awareness and management.",0,0,
1187,Management of obesity in patients with type 2 diabetes mellitus in primary care,"AIMS: Obesity and being overweight is the most powerful risk factor accounting for 80-90% of patients with type 2 diabetes mellitus (T2DM). The epidemic of obesity is driving the diabetes epidemic to alarming levels and primary care is becoming an important setting for obesity management in T2DM in India. Yet many primary care providers feel ill-equipped or inadequately supported to address obesity in patients with diabetes. This article reviews the most recent and strongest evidence-based strategies that may aid physicians in management of obesity in patients with T2DM in primary care. MATERIAL AND METHODS: A systematic literature search of MEDLINE using the search terms Obesity, Obesity in T2DM, weight loss and Primary Care was conducted. The American Diabetes Association, National Institute for Health, National Institute of Health and Excellence (NICE), Scottish Intercollegiate Guidelines Network (SIGN) and World Health Organization websites were also searched. Most studies in this area are observational in design with few randomized controlled trials (RCTs). Articles and studies involving meta-analysis or RCTs were preferred over other types. RESULTS AND CONCLUSION: Effective weight management treatment in T2DM patient can be implemented in the primary care setting. Evidence based individualized lifestyle and pharmacologic measures supported by behavioral intervention and counseling with appropriate and informed surgical referrals has the potential to improve the success of weight management within primary care.",0,0,
1188,Management of Obstructive Sleep Apnea in Adults: A Clinical Practice Guideline From the American College of Physicians,"Description: The American College of Physicians (ACP) developed this guideline to present the evidence and provide clinical recommendations on the management of obstructive sleep apnea (OSA) in adults. Methods: This guideline is based on published literature from 1966 to September 2010 that was identified by using MEDLINE, the Cochrane Central Register of Controlled Trials, and the Cochrane Database of Systematic Reviews. A supplemental MEDLINE search identified additional articles through October 2012. Searches were limited to English-language publications. The clinical outcomes evaluated for this guideline included cardiovascular disease (such as heart failure, hypertension, stroke, and myocardial infarction), type 2 diabetes, death, sleep study measures (such as the Apnea¨CHypopnea Index), measures of cardiovascular status (such as blood pressure), measures of diabetes status (such as hemoglobin A1c levels), and quality of life. This guideline grades the evidence and recommendations using ACP's clinical practice guidelines grading system. Recommendation 1: ACP recommends that all overweight and obese patients diagnosed with OSA should be encouraged to lose weight. (Grade: strong recommendation""; low-quality evidence) Recommendation 2: ACP recommends continuous positive airway pressure treatment as initial therapy for patients diagnosed with OSA. (Grade: strong recommendation; moderate-quality evidence) Recommendation 3: ACP recommends mandibular advancement devices as an alternative therapy to continuous positive airway pressure treatment for patients diagnosed with OSA who prefer mandibular advancement devices or for those with adverse effects associated with continuous positive airway pressure treatment. (Grade: weak recommendation;"" low-quality evidence)",0,0,
1189,"Management of occupational therapy services for persons with cognitive impairments (statement). The American Occupational Therapy Association, Inc","In summary, occupational therapy practitioners play a critical role in helping persons with cognitive impairments establish or maintain meaningful and productive lives within their social and cultural environment. Occupational therapy practitioners effectively address a wide range of cognitive difficulties in clients with a variety of ages and diagnoses. Intervention may be directed toward the individual with cognitive impairments or toward persons who care for or interact with them (e.g., family members, significant others, employers, school personnel, other health care workers). Treatment includes changing the person's skills or behaviors or adapting the task and/or environment to maintain function, ease care-giving, reduce safety hazards, and maximize independence.",0,0,
1190,Management of persistent pain in the older patient: a clinical review,"IMPORTANCE: Persistent pain is highly prevalent, costly, and frequently disabling in later life. OBJECTIVE: To describe barriers to the management of persistent pain among older adults, summarize current management approaches, including pharmacologic and nonpharmacologic modalities""; present rehabilitative approaches; and highlight aspects of the patient-physician relationship that can help to improve treatment outcomes. This review is relevant for physicians who seek an age-appropriate approach to delivering pain care for the older adult. EVIDENCE ACQUISITION: Search of MEDLINE and the Cochrane database from January 1990 through May 2014, using the search terms older adults, senior, ages 65 and above, elderly, and aged along with non-cancer pain, chronic pain, persistent pain, pain management, intractable pain, and refractory pain to identify English-language peer-reviewed systematic reviews, meta-analyses, Cochrane reviews, consensus statements, and guidelines relevant to the management of persistent pain in older adults. FINDINGS: Of the 92 identified studies, 35 evaluated pharmacologic interventions, whereas 57 examined nonpharmacologic modalities;"" the majority (n = 50) focused on older adults with osteoarthritis. This evidence base supports a stepwise approach with acetaminophen as first-line therapy. If treatment goals are not met, a trial of a topical nonsteroidal anti-inflammatory drug, tramadol, or both is recommended. Oral nonsteroidal anti-inflammatory drugs are not recommended for long-term use. Careful surveillance to monitor for toxicity and efficacy is critical, given that advancing age increases risk for adverse effects. A multimodal approach is strongly recommended-emphasizing a combination of both pharmacologic and nonpharmacologic treatments to include physical and occupational rehabilitation, as well as cognitive-behavioral and movement-based interventions. An integrated pain management approach is ideally achieved by cultivating a strong therapeutic alliance between the older patient and the physician. CONCLUSIONS AND RELEVANCE: Treatment planning for persistent pain in later life requires a clear understanding of the patient's treatment goals and expectations, comorbidities, and cognitive and functional status, as well as coordinating community resources and family support when available. A combination of pharmacologic, nonpharmacologic, and rehabilitative approaches in addition to a strong therapeutic alliance between the patient and physician is essential in setting, adjusting, and achieving realistic goals of therapy.",0,0,
