record_id,title,abstract,authors,year,label_included
757,"THE RELATION OF RADIATION DOSAGE TO ENHANCEMENT, DEPRESSION, AND RECOVERY OF THE INITIAL FORSSMAN HEMOLYSIN RESPONSE IN RABBITS",,W. H. Taliaferro and L. G. Taliaferro,1964,0
758,Electrophysiological studies on benzodiazepine antagonists,"The actions of the benzodiazepine (BDZ) antagonists 3-hydroxymethyl-beta-carboline (3-HMC), Ro 14-7437 and Ro 15-1788 were tested on single cell activity of rat hypothalamic neurons in tissue cultures and on membrane properties of CA1 hippocampal pyramidal neurons in transverse slices. In addition, we examined the interactions of some of these agents with inhibitions elicited by gamma-aminobutyric acid (GABA) as well as the ability of Ro 14-7437 to reverse the GABA-enhancing action of the BDZ agonist flurazepam. BDZ antagonists did not alter patterns of spontaneous activity of hypothalamic neurons and did not affect resting membrane potential or membrane conductance in CA1 pyramidal cells. Ro 14-7437 either partially or totally reversed the potentiation by flurazepam of GABA-elicited depression of hypothalamic neuronal activity. Small and inconsistent actions on GABA-mediated inhibitions of hypothalamic neurons were noted. Electrically-elicited inhibitions of hypothalamic neurons were either not altered or slightly reduced. In the hippocampal slice, the frequency of spontaneous IPSPs, the amplitude of stratum-radiatum evoked IPSPs and the conductance increase caused by stratum-radiatum stimulation were either not altered or slightly reduced. These findings demonstrate that non-convulsant BDZ antagonists block the action of BDZ agonists in facilitating GABA and further that the presence of a BDZ agonist is not required for these GABA-mediated events to occur. However, these experiments do not exclude a modulatory role for an endogenous BDZ agonist on GABA-mediated events","B. Krespan, S. A. Springfield, H. Haas and H. M. Geller",1984,0
759,Elevated guanosine 3':5'-cyclic monophosphate mediates the depression of nitrovasodilator reactivity in endothelium-intact blood vessels,"The influence of endothelium-derived nitric oxide (EDNO) on relaxation induced by the nitrovasodilators, sodium nitroprusside and sodium nitrite was assessed in phenylephrine-stimulated hamster thoracic aortas, a preparation that displays significant basal release of EDNO. Removal of the endothelium or treatment with the NO synthase inhibitors, NG-nitro-L-arginine (L-NAG, 10-30 microM) or NG-methyl-L-arginine (L-NMMA; 100 microM) increased the potency and, except for sodium nitroprusside in endothelium-denuded segments, also increased the efficacy of the nitrovasodilators. Removal of the endothelium had no effect on relaxations induced by isoproterenol, an indication that these effects were specific for the nitrovasodilators. Removal of the endothelium, treatment of endothelium-intact preparations with L-NAG or L-NMMA, or exposure of these vessels to the guanylate cyclase inhibitor, methylene blue (10 microM) increased reactivity of the aortas to the guanosine 3':5'-cyclic monophosphate (cGMP) analogue, 8-Br cGMP. Measurement of cGMP revealed that endothelium-intact segments had a 6.5 fold higher level of cGMP than endothelium-denuded preparations and that sodium nitroprusside increased cGMP in both preparations by similar amounts in a concentration-dependent fashion. Exposure of endothelium-denuded or L-NAG-treated segments to sodium nitroprusside, to mimic the effects of basally released EDNO, depressed sodium nitrite and 8-Br cGMP reactivity in a manner similar to endothelium-intact segments. These data indicate that EDNO increases cGMP levels in vascular smooth muscle and that the elevated cGMP levels depress nitrovasodilator and 8-Br cGMP reactivities",W. F. Jackson and R. Busse,1991,0
760,Alterations in graft--ersus-host reactivity and peripheral leukocytes in mice after erythropoietin treatment,"Treatment of mice on four consecutive days with either erythropoietin (EP) or rabbit antimouse thymocyte serum (ATS) resulted in a significant reduction in antigenic reactivity of spleen cells as measured by the Simonsen assay. In normal animals, treatment with either EP or ATS resulted in lymphopenia and in most instances a neutrophilia and a variable monocytopenia. Similar alterations in these cell types were recorded for polycythemic mice subsequent to treatment with either EP or ATS. These data plus histologic analyses support the idea that there is an inverse relationship between the cells committed to differentiate along the lymphoid cell line and the cells committed to differentiate along myeloid cell lines. Further, the data are consistent with the ""carrying capacity"" concept regarding the stem cell microenvironment and support the monophyletic theory","K. E. Kinnamon, L. H. Blackwell and G. D. Ledney",1975,0
761,The testes after unilateral incarcerated inguinal hernia in prepubertal rats,"The ipsilateral and contralateral testes after unilateral incarcerated inguinal hernia were evaluated, and compared to the contralateral testis after unilateral testicular torsion in 30 prepubertal rats. Control, torsion and detorsion at 24 hours, and incarcerated inguinal hernia and reduction in the 24 hour groups, each consisting of ten rats were established. The testes were harvested after 15 days. Mean seminiferous tubular diameters (MSTD) and mean testicular biopsy scores (MTBS) were determined and compared. A decrease in MSTD and depression in MTBS, which was more prominent in the ipsilateral testes, were found in both ipsilateral and contralateral testes following unilateral incarcerated inguinal hernia. The testicular damage encountered after unilateral incarcerated inguinal hernia was similar to the contralateral testicular damage following unilateral testicular torsion with the utilized parameters","F. C. Tanyel, A. Ayhan, N. Buyukpamukcu and A. Hicsonmez",1989,0
762,Hepatic extraction of indocyanine green is depressed early in sepsis despite increased hepatic blood flow and cardiac output,"Although active hepatocellular function is depressed during sepsis, it is not known whether this occurs in the very early stages of sepsis and whether it is due to depressed cardiac output or hepatic blood flow. To study this, rats were subjected to sepsis by cecal ligation and puncture and hepatocellular function was determined at various intervals thereafter by assessing the ability of the liver to clear different doses of indocyanine green. The indocyanine green concentration was continuously measured in vivo with a fiberoptic catheter and an in vivo hemoreflectometer. Maximal velocity and kinetic constant of the clearance of indocyanine green, hepatic blood flow, and cardiac output were determined in experimental and sham-operated rats. The results demonstrate that hepatic blood flow and cardiac output increased 2 to 10 hours after cecal ligation and puncture, while hepatocellular function (maximum velocity and kinetic constant) was decreased even 2 hours following cecal ligation and puncture. No linear correlation between hepatocellular function and hepatic blood flow or cardiac output was found under such conditions. The extremely early depression in active hepatocellular function, despite the increased hepatic blood flow and cardiac output, may form the basis for cellular dysfunctions leading to multiple organ failure during sepsis","P. Wang, Z. F. Ba and I. H. Chaudry",1991,0
763,Protection from arabinofuranosylcytosine and n-mustard-induced myelotoxicity using hemoregulatory peptide pGlu-Glu-Asp-Cys-Lys monomer and dimer,"We have previously shown that the synthetic peptide pGlu-Glu-Asp-Cys-Lys (pEEDCK monomer) inhibits the cytostatic drug-induced proliferation of hematopoietic stem cells CFU-S. Keeping CFU-S quiescent by pEEDCK treatment renders them insensitive to cycle-specific cytostatic drugs and leads to reduced toxicity. Here we show that pEEDCK application during repeated (twice) administration of clinically relevant (nonlethal) 1-beta-D-arabinofuranosylcytosine (Ara-C) doses reduced the percentage of CFU-S in S-phase from 60%-70% to 25%-30% and led to a sustained stem cell number in the bone marrow (BM), whereas unprotected mice had lost about 75% of their CFU-S population. Owing to its cysteine content, the pEEDCK monomer is easily oxidized. The resulting dimer (pEEDCK)2 is a potent stimulator of hematopoiesis. As we show, it can be used for postchemotherapy acceleration of hematologic recovery, similar to the use of recombinant hematopoietic growth factors. A single injection of 30 micrograms/kg pEEDCK monomer to mice 2 hours before the second Ara-C injection retarded onset of neutropenia (by 2 to 3 days) and improved recovery after depression. The quantitative degree of neutropenia was not changed. Postchemotherapy (Ara-C administered twice, followed by N-mustard) infusion of the stimulatory (pEEDCK)2 dimer (1.4 micrograms/kg/d) produced a 4.6-fold increase of progenitor levels (6.7 CFU-GM/1,000 BM cells v 1.45 CFU-GM/1,000 in normal mice) 2 days after the end of the cytostatic treatment when CFU-GM were not detectable in unprotected mice. This increase was followed after several days by strongly elevated granulocyte counts, which remained high for approximately 1 week. Up to 75% of the peripheral leukocytes were mature polymorphonuclear leukocytes (PMN) during this phase. Ara-C (twice) and monomer treatment as above followed by dimer infusion resulted in the complete protection of hematopoiesis. Mice treated with the protective pEEDCK monomer plus stimulatory dimer did not develop the leukocyte depression noted in unprotected animals. The inhibitory monomer appears to keep the stem cell population numerically and qualitatively intact, thus providing optimum target cell conditions for the subsequent stimulator (dimer) treatment. Our results show that the hemoregulatory peptide monomer and dimer can be used for improving the hematologic status of mice treated with clinically relevant doses of cytostatic drugs (antimetabolite and alkylating, alone and in combination). Combining both peptides can prevent occurrence of neutropenia completely. Both peptides can be obtained easily by chemical synthesis and are also active on human cells. They are thus highly promising candidates for application as multilevel hemoprotectors in cancer chemotherapy","W. R. Paukovits, M. H. Moser, K. A. Binder and J. B. Paukovits",1991,0
764,Biogenesis of mitochondria. 12. The effects of aminoglycoside antibiotics on the mitochondrial and cytoplasmic protein-synthesizing systems of Saccharomyces cerevisiae,,"P. J. Davey, J. M. Haslam and A. W. Linnane",1970,0
765,Effects of cyclophosphamide and adriamycin on the healing of surgical wounds in mice,"Administration of therapeutic dose levels of cyclophosphamide as a single dose or as daily treatments for 5 days during the perisurgical period resulted in a significant decrease in the strength of surgical skin wounds in mice as measured 21 days after surgery. Administration of a single dose of 200 mg/kg either at the time of surgery or up to 4 days prior to or after surgery impaired 21-day wound strength, with the most extensive depression observed when the drug was given 1 or 2 days after surgery. Earlier stages of wound healing (day 3 or day 7) were not as sensitive to cyclophosphamide. Adriamycin in the therapeutic dosage range for mice did not significantly impair wound healing. This drug had an effect only at the LD10 dosage level. Combination treatment with cyclophosphamide plus adriamycin at the time of surgery impaired 21-day wound strength to a greater degree than observed with either agent alone, but did not significantly depress wound strength 3 or 7 days after surgery. These studies indicate that dosage level, the time of drug administration relative to surgery, and the time at which wound strength measurements are made are important parameters in determination of the effects of antineoplastic agents on wound healing","S. C. Cohen, H. L. Gabelnick, R. K. Johnson and A. Goldin",1975,0
766,The combined effects of chronic ethanol/desipramine treatment on beta-adrenoceptor density and coupling efficiency in rat brain,"Both ethanol and desipramine influence beta-adrenoceptor regulation. We reported previously that ethanol partially counteracted desipramine's effects on beta-adrenoceptor. Previous studies utilized beta-adrenoceptor radioligands that also bind to 5-HT(1B) receptors, thus, changes in 5-HT(1B) receptors could have confounded the results. The effects of chronic ethanol, desipramine and ethanol/desipramine treatment on beta-adrenoceptor coupling efficiency to G(s) protein in rat brain were examined using 125I-iodocyanopindolol after blocking binding to 5-HT(1B) receptors. In the frontal cortex, ethanol uncoupled beta-adrenoceptor from G(s). Desipramine decreased beta-adrenoceptor density, particularly in the high-conformational state, with no effect on coupling. In combined treatment, desipramine prevented ethanol-induced uncoupling. In the hippocampus, desipramine enhanced beta-adrenoceptor coupling, but ethanol had no effect. In combination with desipramine, ethanol enhanced desipramine-induced decrease in beta-adrenoceptor density in the high-conformational state, but uncoupled beta-adrenoceptors, an effect not observed with ethanol alone. These results suggest a complex interplay between ethanol and antidepressants in modulating beta-adrenoceptor function. Copyright (C) 1998 Elsevier Science B.V","G. N. M. Gurguis, J. Turkka, J. Karanian and M. Linnoila",1998,0
767,Structure activity correlations for central depressant acylureas and alkylureas,,R. I. Mrongovius,1975,0
768,[Comparison of the action of barbiturates and chloralose on the potentials of the dorsal root],,M. Abdelmoumene and J. M. Besson,1967,0
769,The MK2/3 cascade regulates AMPAR trafficking and cognitive flexibility,"The interplay between long-term potentiation and long-term depression (LTD) is thought to be involved in learning and memory formation. One form of LTD expressed in the hippocampus is initiated by the activation of the group 1 metabotropic glutamate receptors (mGluRs). Importantly, mGluRs have been shown to be critical for acquisition of new memories and for reversal learning, processes that are thought to be crucial for cognitive flexibility. Here we provide evidence that MAPK-activated protein kinases 2 and 3 (MK2/3) regulate neuronal spine morphology, synaptic transmission and plasticity. Furthermore, mGluR-LTD is impaired in the hippocampus of MK2/3 double knockout (DKO) mice, an observation that is mirrored by deficits in endocytosis of GluA1 subunits. Consistent with compromised mGluR-LTD, MK2/3 DKO mice have distinctive deficits in hippocampal-dependent spatial reversal learning. These novel findings demonstrate that the MK2/3 cascade plays a strategic role in controlling synaptic plasticity and cognition","K. L. Eales, O. Palygin, T. O'Loughlin, S. Rasooli-Nejad, M. Gaestel, J. Muller, D. R. Collins, Y. Pankratov and S. A. Correa",2014,0
770,Female reproductive system of the decapitating fly Pseudacteon wasmanni Schmitz (Diptera: Phoridae),"Pseudacteon wasmanni is a South American decapitating fly that parasitizes workers of Solenopsis fire ants. We used light microscopy (historesin serial-sectioning stained with Haematoxylin/Eosin) and scanning electron microscopy to show and analyze internal and whole external views of the female reproductive system. All specimens analyzed (n=9) by light microscopy showed post-vitellogenic oocytes inside the ovaries. The lack of typical follicles (oocyte-nurse cell complexes) in all specimens suggests that oogenesis occurs during the pupal stage. The total number of eggs found ranged from 31 to 280 (X=142+/-73, SD). The egg has a slugform or torpedo shape (about 130 by 20 microm) with a pointed apex at the posterior pole as defined by the fly; the micropyle appears to be in a depression or invagination at the anterior pole. An acute hypodermic-like ovipositor is evaginated from the hard sclerotized external genitalia during egg laying. The existence of a muscular bulb associated with the end of the common oviduct suggests that the egg is injected into the ant's body by a strong contraction of the bulb which probably is stimulated by bending of several ventral sensilla. During contraction, the abdomen extends out along a large fold between the sixth and seventh tergites in such a way that the sclerotized genitalia is rotated ventrally into a slightly anterior orientation in preparation for oviposition",A. A. Zacaro and S. D. Porter,2003,0
771,Effects of oxytocin on recollections of maternal care and closeness,"Although the infant-caregiver attachment bond is critical to survival, little is known about the biological mechanisms supporting attachment representations in humans. Oxytocin plays a key role in attachment bond formation and maintenance in animals and thus could be expected to affect attachment representations in humans. To investigate this possibility, weadministered 24 IU intranasal oxytocin to healthy male adults in a double-blind, placebo-controlled, crossover designed study and then assessed memories of childhood maternal care and closeness - two features of the attachment bond. We found that the effects of oxytocin were moderated by the attachment representations people possess, with less anxiously attached individuals remembering their mother as more caring and close after oxytocin (vs. placebo) but more anxiously attached individuals remembering their mother as less caring and close after oxytocin (vs. placebo). These data contrast with the popular notion that oxytocin has broad positive effects on social perception and are more consistent with the animal literature, which emphasizes oxytocin's role in encoding social memories and linking those memories to the reward value of the social stimulus","J. A. Bartz, J. Zaki, K. N. Ochsner, N. Bolger, A. Kolevzon, N. Ludwig and J. E. Lydon",2010,0
772,Correlation of immune response with clinical stage in Lewis lung tumor-bearing mice,"The effect of Lewis lung tumor growth in mice on the induction of primary immune response to SRBC, was investigated by PFC assay for measuring antibody activity and by footpad test as a correlate for delayed type hypersensitivity reactions. With the appearance of micrometastases in the lungs there was a decline in the humoral and cellular immune response to the SRBC. An increase of number and size of metastases in the lungs led to a further depression of the immune reactivity. Since the reduction of general immune response in mice bearing this tumor is not due to a direct influence of tumor cells, it might be assumed that suppressor cells or factors, are actively abrogating the general and also the tumor directed immune reactions",T. Kurata and M. Micksche,1978,0
773,Sertraline has wide-ranging effects on socioemotional behavior in a female nonhuman primate model of depression,"Background: Effects of SSRIs on behavior and physiology have been rarely evaluated experimentally in nonhuman primates, and never in a nonhuman primate model of depression. Methods: 42 adult female cynomolgus monkeys (Macaca fascicularis), were housed in stable social groups (n=4 each) and consumed a Western diet. Baseline socioemotional behavior and physiology were characterized for 18 months and monkeys in the treatment group (n=21) began a 5-week cumulative dose response study. 0, 5, 10, 15, and 20 mg/kg doses of sertraline were administered orally for 1 week each. Aggression, submission, affiliation and activity were recorded during 10 min group scans before and 4 hrs after dosing. On the 7th day at each dose circulating sertraline/desmethylsertraline and CSF monoamines/ metabolites were determined 4 hrs after the last dose. Monkeys continued on the 20 mg/kg dose for 16 months and anxious and depressive behavior were assessed throughout. Results: At 20 mg/kg circulating sertraline/desmethylsertraline reached levels found in patients; CSF 5-HT and 5-HIAA decreased, and dopamine increased (all p's<0.05). Frequency of aggression and submission, and percent time locomoting and alone decreased, whereas percent time in body contact and grooming increased (all p's<0.05). While there were no significant changes in depressive behavior during the 16 months (p>0.10), scratching, an indicator of anxiety, decreased (p<0.05). Conclusions: In adult female monkeys, a clinically relevant oral dose of sertraline resulted in blood levels and CSF monoamine/metabolite changes similar to patients. Although depressive behavior was unaffected, sertraline reduced social strife as indicated by reduced aggression, increased affiliation, and decreased anxiety",C. Shively,2012,0
774,Tegumental changes of Alaria marcianae (Trematoda) during migration in the domestic cat,"Mesocercariae of Alaria marcianae were removed from snake paratenic hosts and fed to domestic cats. The cats were necropsied at specified intervals, the parasites recovered, and studied by SEM. During the prepulmonary phase of migration in cats, mesocercariae recovered from the stomach wall, abdominal cavity, diaphragm, liver, and heart underwent no tegumental modification compared to those fixed immediately after removal from the paratenic host. The mesocercaria resembled the body of an enlarged cercaria. The oral sucker was encircled by 14 or 15 rows of simple, posteriorly directed spines. Similar spines were also located along the margins of the venter and equatorially at the level of the acetabulum. This spinal pattern left two regions, one anterior and one posterior to the acetabulum, devoid of spines. Uniciliate papillae were found in a distinct pattern associated with the spined areas. In the pulmonary phase, the mesocercariae transformed into diplostomula. Earlike lappets on either side of the oral sucker developed with subsequent differentiation of microvilliform processes on their ventral sides. Body spines divided to give rise to three-pronged serrations. A depression on the venter between the acetabulum and posterior end of the body gave rise to the tribocytic organ. Stout, densely-clustered spines arose de novo on this organ. A rudimentary cylindrical hindbody gave the diplostomulum a distinct scoop-shaped appearance. Worms coughed up from the lungs and swallowed were later found in the duodenum. This postpulmonary phase of migration was a quick event and young worms in the duodenum were indistinguishable from those in the lungs. Within 4 days, the diplostomula in the duodenum matured to adulthood.(ABSTRACT TRUNCATED AT 250 WORDS)",W. L. Shoop and K. C. Corkum,1984,0
775,Body temperature depression and peripheral heat loss accompany the metabolic and ventilatory responses to hypoxia in low and high altitude birds,"The objectives of this study were to compare the thermoregulatory, metabolic and ventilatory responses to hypoxia of the high altitude bar-headed goose with low altitude waterfowl. All birds were found to reduce body temperature (T(b)) during hypoxia, by up to 1-1.5 degrees C in severe hypoxia. During prolonged hypoxia, T(b) stabilized at a new lower temperature. A regulated increase in heat loss contributed to T(b) depression as reflected by increases in bill surface temperatures (up to 5 degrees C) during hypoxia. Bill warming required peripheral chemoreceptor inputs, since vagotomy abolished this response to hypoxia. T(b) depression could still occur without bill warming, however, because vagotomized birds reduced T(b) as much as intact birds. Compared to both greylag geese and pekin ducks, bar-headed geese required more severe hypoxia to initiate T(b) depression and heat loss from the bill. However, when T(b) depression or bill warming were expressed relative to arterial O(2) concentration (rather than inspired O(2)) all species were similar; this suggests that enhanced O(2) loading, rather than differences in thermoregulatory control centres, reduces T(b) depression during hypoxia in bar-headed geese. Correspondingly, bar-headed geese maintained higher rates of metabolism during severe hypoxia (7% inspired O(2)), but this was only partly due to differences in T(b). Time domains of the hypoxic ventilatory response also appeared to differ between bar-headed geese and low altitude species. Overall, our results suggest that birds can adjust peripheral heat dissipation to facilitate T(b) depression during hypoxia, and that bar-headed geese minimize T(b) and metabolic depression as a result of evolutionary adaptations that enhance O(2) transport","G. R. Scott, V. Cadena, G. J. Tattersall and W. K. Milsom",2008,0
776,L-type calcium channels mediate mechanically induced bone formation in vivo,"Cell and tissue culture studies suggest that the long-lasting (L-type) voltage-sensitive calcium channels (VSCC) play a role in the signaling cascade in bone cells after mechanical loading. We investigated whether the L-type VSCC mediates mechanically induced bone formation in vivo using two L-type VSCC antagonists verapamil and nifedipine. Female Sprague-Dawley rats were divided into five groups: control group (Veh), two verapamil-treated groups (20 mg/kg, Vera-L; 100 mg/kg, Vera-H), and two nifedipine-treated groups (20 mg/kg, Nife-L; 100 mg/kg, Nife-H). One bout of mechanical loading was applied to the right tibia 90 minutes after oral administration of verapamil or 30 minutes after oral administration of nifedipine. Mechanical loading increased mineralizing surface (MS/bone surface [BS]), mineral apposition rate (MAR), and bone formation rate (BFR/BS) on the endocortical surface in loaded tibias of control animals compared with nonloaded (left) tibias. Verapamil and nifedipine suppressed the load-induced increase in BFR/BS observed in vehicle-treated controls by 56-61% (p < 0.01) and 56-74% (p < 0.01), respectively. Yet, significant differences in MS/BS and BFR/BS between right and left limbs were found in verapamil- and nifedipine-treated animals, indicating that the treatments did not completely abolish load-induced bone formation. This study shows that blocking the L-type calcium channel in vivo substantially suppresses the mechanically induced increase in bone formation that normally would occur and suggests that the L-type calcium channel mediates mechanically induced bone adaptation in vivo","J. Li, R. L. Duncan, D. B. Burr and C. H. Turner",2002,0
777,GABA(B)-receptor modulation of short-term synaptic depression at an excitatory input to murine hippocampal CA3 pyramidal neurons,"GABA(B) agonists inhibit excitatory transmission to hippocampal CA3 neurons during low frequency stimulation. We examined whether GABA(B) receptor activation can also enhance synaptic efficacy, when investigated at an input with high initial release probability. Short-term depression of field excitatory postsynaptic potential (EPSP) amplitude was observed during trains of stimuli applied to associational/commissural inputs (10-50 Hz; 22 degrees C). Baclofen (10 microM) reduced the amplitude of initial EPSPs in a train, and also reduced the degree of short-term depression. EPSPs recorded late in a train were significantly larger in baclofen than those recorded in control solution. These dual effects were mimicked by another selective GABA(B) agonist (SKF 97541, 10 microM), and abolished by a GABA(B)-selective antagonist (SCH 50911, 20 microM). The effects of baclofen were similar at a higher recording temperature (32 degrees C), where short-term depression was observed at higher stimulation frequencies. These results are consistent with the idea that a reduction of transmitter release probability could increase the fidelity of high-frequency transmission at this input, an effect that could help account for excitatory effects of GABA(B) agonists in some seizure models","M. M. Hoskison, J. A. Connor and C. W. Shuttleworth",2004,0
778,Mechanisms of termination of reentrant atrial arrhythmias by class I and class III antiarrhythmic agents,"We studied atrial flutter due to circus movement in chronically instrumented conscious dogs to identify the mechanism by which class I and class III antiarrhythmic drugs terminate reentrant excitation. We used a crossover experimental design administering five class I agents and one class III agent, by intravenous bolus followed by intravenous infusion. The class I agents other than lidocaine were almost uniformly effective in terminating the arrhythmia (disopyramide in six of seven dogs, propafenone in six of six, flecainide in seven of seven, and SC-40230 in seven of seven). Termination was preceded by a marked increase in cycle length (ranging from +78% with propafenone to +55% with disopyramide), but with the exception of disopyramide, class I agents did not significantly shorten the excitable gap. With disopyramide the gap decreased from 49 +/- 3% to 28 +/- 3% of the cycle length. With no class I agent did the wavelength of effective refractoriness increase to approach the cycle length of the arrhythmia. Lidocaine, used as a negative control, terminated the reentry in one dog with modest prolongation of the cycle length. Terminations with class I agents correlated with depression of conduction rather than prolongation of refractoriness. In contrast with class I agents, D-sotalol prolonged the cycle length minimally (+10%) and terminated the arrhythmia in six of seven dogs. It decreased the excitable gap from 42 +/- 4% to 26 +/- 6% of the cycle, but it still did not cause the wavelength of effective refractoriness to equal the cycle length. Terminations by D-sotalol seemed to result from either failure of the lateral boundaries of the circus path or reflection within the path",W. Spinelli and B. F. Hoffman,1989,0
779,Pharmacological characterization of an endogenous negative inotrophic factor (ENIF) from porcine heart,"Recently we have been successful in isolating an endogenous negative inotropic factor (ENIF) from porcine left ventricular tissue. In this study, we have characterized its pharmacological properties. The results of the study demonstrated that ENIF produces a concentration-dependent negative inotropic response on both guinea pig left atria and right ventricular trabeculae. The maximal reduction in contractile force produced by 300 ul of ENIF (5 ml bath) on atria and trabeculae were 90.0 +/- 0.8% and 77.5 +/- 6%. Atria, however, was significantly more sensitive to ENIF than trabeculae. The ED 50 of ENIF for atria was found to be 38 ul as opposed to ED 50 of 100 ul of ENIF for trabeculae. Acetylcholine (ACh), a muscarinic receptor agonist, decreased the contractile force of guinea pig atria in a dose-dependent manner with a maximal decline in the contractile force of 90%. However, none of the concentration of ACh used affected the contractile function of the trabeculae. Atropine (1 uM) completely blocked the negative inotropic response on atria of all the doses of ACh used. The same dose of atropine, however, was unable to influence the negative inotropic effect of any of the doses of ENIF used on either the atria or trabeculae preparations in our study. The maximal decline in the contractile force of atria was e.g. 94 and 95% in the presence and absence of atropine respectively. These data demonstrate that the myocardial negative inotropic effect of ENIF is not mediated via the cholinegic receptor mechanism","M. Zhang, M. Paskvalin and J. C. Khatter",1998,0
780,Food carrying in rats is blocked by the putative anxiolytic agent buspirone,"The effects of the putative anxiolytic agent buspirone on food-handling behavior of laboratory rats were investigated. Rats trained to travel from a covered shelter to a food source were provided with food pellets of six sizes. Smaller pellets were eaten at the exposed food source, whereas larger pellets were carried back to the shelter for consumption. Subcutaneous administration of buspirone hydrochloride (0.2-2.0 mg/kg) reduced carrying of larger food pellets in a dose-dependent manner. Instead, these pellets were also eaten at the exposed food source. Carrying was maximally suppressed 1 h after drug administration. Handling of smaller pellets, travel times, and eating times were not affected by buspirone. Similar results have previously been obtained with diazepam. Buspirone appears to exert its effects through 5-HT1A and/or dopamine receptors, whereas diazepam interacts with benzodiazepine receptors. Thus, manipulations of distinct transmitter systems may have similar behavioral consequences on the food carrying responses of rats","H. C. Dringenberg, R. A. Kornelsen and C. H. Vanderwolf",1994,0
781,Differential role of the GABA transporters in the regulation of extracellular concentrations of GABA in the rat hippocampus,"GABA signalling plays an important role in epilepsy and in stress-related psychiatric disorders, such as major depression and anxiety. Recent findings indicate that changes in GABAergic tonic inhibition may be implicated in these diseases. Tonic inhibition is a recently discovered phenomenon [1] which is mediated by high-affinity extrasynaptic GABA(A) receptors. Tonic inhibitory currents control neuronal and network excitability in various brain regions, among which the hippocampus. The magnitude of tonic inhibition depends on the concentration of extracellular GABA (e[GABA]), which is regulated by reuptake of the neurotransmitter via GABA transporters (GATs). Consequently, GATs and extrasynaptic GABA(A) receptors represent potential candidates for the development of psychopharmacological drugs. We have demonstrated that hippocampal e[GABA] increases during psychological stress in rats [2]. However, little is known about the regulation of e[GABA] by GATs under physiological conditions. Therefore, we investigated the differential role of GAT-1 and GAT-3, the two major GATs found in the hippocampus, in the regulation of e[GABA] using in vivo microdialysis in freely behaving male Sprague-Dawley rats. Briefly, seven days after the implantation of a guide cannula, a microdialysis probe was inserted into the hippocampus (CA3/dentate gyrus). The probe was perfused with Ringer solution at a flow rate of 2 mul/min and all drugs were administered locally into the hippocampus by reverse microdialysis. Samples were collected at 10-min intervals and GABA was measured using HPLC with electrochemical detection. Data were analysed by ANOVA with repeated measures and appropriate post-hoc tests, and by Student's t-test. Sixty minutes application of the GAT-1 specific inhibitor NNC-711 resulted in a dose-dependent increase in e[GABA] (EC<inf>50</inf>: 1.20+/-0.30 muM, Emax: 1001+/-92%), while application of 100 muM SNAP-5114, a GAT-2/3 specific inhibitor, failed to affect e[GABA]. However, combination of 1muM NNC-711 and 100muM SNAP-5114 resulted in a significantly higher and prolonged increase in e[GABA] than caused by 1muM NNC-711 alone (Emax: 716+/-30% vs. 566+/-32% respectively, P<0.01), suggesting a synergetic effect of the inhibitors. This observation indicates that both GAT-1 and GAT-3 (GAT-2 is hardly expressed in the hippocampus) regulate e[GABA] in the hippocampus but that, under normal conditions, either GAT-1 masks GAT-3 activity or e[GABA] is too low to engage GAT-3. We therefore assessed the involvement of GAT-3 in the regulation of e[GABA] under conditions of increased neuronal activation. Thirty minutes reverse dialysis of 50mM potassium chloride (KC1) profoundly increased e[GABA] (Emax: 976+/-165% vs. baseline). Importantly, simultaneous blockade of GAT-3 by 100 muM SNAP-5114 during KC1 infusion led to a further significant increase in e[GABA] (Emax: 1733+/-268%, P<0.05 vs. KC1 alone). Our data clearly demonstrate that in the hippocampus GAT-3 only plays a role when the levels of e[GABA] are profoundly elevated. We therefore hypothesise that GAT-1 and GAT-3 are differentially involved in the control of e[GABA] under particular (patho)physiological circumstances. We are currently investigating whether the specific neuroanatomical localisation of GAT1 and GAT3 in the hippocampus could explain their differential role. Sponsor: The Wellcome Trust (083163/B/07/Z)","F. Kersante, S. C. S. Rowley, M. G. Mecinas, J. M. H. M. Reul and A. C. E. Linthorst",2011,0
